"Student Counts by District and Year"
"All Districts"
"Trend"

"District","District Code","Count"
"Sprague School District","=""1330011""",362
"Stafford School District","=""1340011""",1917
"Stafford School District","=""1340011""",1918
"Stafford School District","=""1340011""",1854
"Stafford School District","=""1340011""",1865
"Stafford School District","=""1340011""",1830
"Stafford School District","=""1340011""",1727
"Stafford School District","=""1340011""",1634
"Stafford School District","=""1340011""",1586
"Stafford School District","=""1340011""",1544
"Stamford Academy District","=""2820013""",131
"Stamford Academy District","=""2820013""",131
"Stamford Academy District","=""2820013""",131
"Stamford Academy District","=""2820013""",137
"Stamford Academy District","=""2820013""",138
"Stamford Academy District","=""2820013""",138
"Stamford Academy District","=""2820013""",147
"Stamford Academy District","=""2820013""",141
"Stamford Academy District","=""2820013""",150
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",0
"Stamford Charter School for Excellence District","=""2960013""",164
"Stamford School District","=""1350011""",14982
"Stamford School District","=""1350011""",14956
"Stamford School District","=""1350011""",15134
"Stamford School District","=""1350011""",15390
"Stamford School District","=""1350011""",15571
"Stamford School District","=""1350011""",15834
"Stamford School District","=""1350011""",15927
"Stamford School District","=""1350011""",16085
"Stamford School District","=""1350011""",15946
"Sterling School District","=""1360011""",504
"Sterling School District","=""1360011""",513
"Sterling School District","=""1360011""",508
"Sterling School District","=""1360011""",486
"Sterling School District","=""1360011""",494
"Sterling School District","=""1360011""",502
"Sterling School District","=""1360011""",485
"Sterling School District","=""1360011""",467
"Sterling School District","=""1360011""",454
"Stonington School District","=""1370011""",2549
"Stonington School District","=""1370011""",2526
"Stonington School District","=""1370011""",2538
"Stonington School District","=""1370011""",2515
"Stonington School District","=""1370011""",2430
"Stonington School District","=""1370011""",2369
"Stonington School District","=""1370011""",2320
"Stonington School District","=""1370011""",2267
"Stonington School District","=""1370011""",2174
"Stratford School District","=""1380011""",7440
"Stratford School District","=""1380011""",7367
"Stratford School District","=""1380011""",7381
"Stratford School District","=""1380011""",7338
"Stratford School District","=""1380011""",7300
"Stratford School District","=""1380011""",7239
"Stratford School District","=""1380011""",7216
"Stratford School District","=""1380011""",7060
"Stratford School District","=""1380011""",6901
"Suffield School District","=""1390011""",2594
"Suffield School District","=""1390011""",2579
"Suffield School District","=""1390011""",2570
"Suffield School District","=""1390011""",2520
"Suffield School District","=""1390011""",2503
"Suffield School District","=""1390011""",2457
"Suffield School District","=""1390011""",2429
"Suffield School District","=""1390011""",2397
"Suffield School District","=""1390011""",2358
"The Bridge Academy District","=""2690013""",260
"The Bridge Academy District","=""2690013""",262
"The Bridge Academy District","=""2690013""",263
"The Bridge Academy District","=""2690013""",271
"The Bridge Academy District","=""2690013""",276
"The Bridge Academy District","=""2690013""",276
"The Bridge Academy District","=""2690013""",277
"The Bridge Academy District","=""2690013""",275
"The Bridge Academy District","=""2690013""",279
"The Gilbert School District","=""9020022""",408
"The Gilbert School District","=""9020022""",400
"The Gilbert School District","=""9020022""",381
"The Gilbert School District","=""9020022""",325
"The Gilbert School District","=""9020022""",542
"The Gilbert School District","=""9020022""",505
"The Gilbert School District","=""9020022""",537
"The Gilbert School District","=""9020022""",552
"The Gilbert School District","=""9020022""",553
"Thomaston School District","=""1400011""",1272
"Thomaston School District","=""1400011""",1229
"Thomaston School District","=""1400011""",1178
"Thomaston School District","=""1400011""",1129
"Thomaston School District","=""1400011""",1064
"Thomaston School District","=""1400011""",1017
"Thomaston School District","=""1400011""",950
"Thomaston School District","=""1400011""",912
"Thomaston School District","=""1400011""",900
"Thompson School District","=""1410011""",1488
"Thompson School District","=""1410011""",1406
"Thompson School District","=""1410011""",1342
"Thompson School District","=""1410011""",1277
"Thompson School District","=""1410011""",1202
"Thompson School District","=""1410011""",1167
"Thompson School District","=""1410011""",1079
"Thompson School District","=""1410011""",1016
"Thompson School District","=""1410011""",1007
"Tolland School District","=""1420011""",3143
"Tolland School District","=""1420011""",3159
"Tolland School District","=""1420011""",3168
"Tolland School District","=""1420011""",3074
"Tolland School District","=""1420011""",2976
"Tolland School District","=""1420011""",2857
"Tolland School District","=""1420011""",2732
"Tolland School District","=""1420011""",2677
"Tolland School District","=""1420011""",2600
"Torrington School District","=""1430011""",4868
"Torrington School District","=""1430011""",4758
"Torrington School District","=""1430011""",4746
"Torrington School District","=""1430011""",4620
"Torrington School District","=""1430011""",4565
"Torrington School District","=""1430011""",4446
"Torrington School District","=""1430011""",4353
"Torrington School District","=""1430011""",4303
"Torrington School District","=""1430011""",4266
"Trailblazers Academy District","=""2780013""",150
"Trailblazers Academy District","=""2780013""",150
"Trailblazers Academy District","=""2780013""",165
"Trailblazers Academy District","=""2780013""",162
"Trailblazers Academy District","=""2780013""",170
"Trailblazers Academy District","=""2780013""",168
"Trailblazers Academy District","=""2780013""",162
"Trailblazers Academy District","=""2780013""",119
"Trailblazers Academy District","=""2780013""",125
"Trumbull School District","=""1440011""",6918
"Trumbull School District","=""1440011""",6956
"Trumbull School District","=""1440011""",7039
"Trumbull School District","=""1440011""",6992
"Trumbull School District","=""1440011""",6959
"Trumbull School District","=""1440011""",6937
"Trumbull School District","=""1440011""",6824
"Trumbull School District","=""1440011""",6716
"Trumbull School District","=""1440011""",6687
"Unified School District #1","=""3360015""",1195
"Unified School District #1","=""3360015""",1018
"Unified School District #1","=""3360015""",990
"Unified School District #1","=""3360015""",816
"Unified School District #1","=""3360015""",744
"Unified School District #1","=""3360015""",641
"Unified School District #1","=""3360015""",539
"Unified School District #1","=""3360015""",410
"Unified School District #1","=""3360015""",390
"Unified School District #2","=""3470015""",375
"Unified School District #2","=""3470015""",336
"Unified School District #2","=""3470015""",330
"Unified School District #2","=""3470015""",305
"Unified School District #2","=""3470015""",262
"Unified School District #2","=""3470015""",227
"Unified School District #2","=""3470015""",228
"Unified School District #2","=""3470015""",215
"Unified School District #2","=""3470015""",173
"Union School District","=""1450011""",73
"Union School District","=""1450011""",79
"Union School District","=""1450011""","*"
"Union School District","=""1450011""",82
"Union School District","=""1450011""",74
"Union School District","=""1450011""","*"
"Union School District","=""1450011""",78
"Union School District","=""1450011""",80
"Union School District","=""1450011""",80
"Vernon School District","=""1460011""",3722
"Vernon School District","=""1460011""",3606
"Vernon School District","=""1460011""",3701
"Vernon School District","=""1460011""",3615
"Vernon School District","=""1460011""",3590
"Vernon School District","=""1460011""",3477
"Vernon School District","=""1460011""",3350
"Vernon School District","=""1460011""",3282
"Vernon School District","=""1460011""",3204
"Voluntown School District","=""1470011""",315
"Voluntown School District","=""1470011""",309
"Voluntown School District","=""1470011""",303
"Voluntown School District","=""1470011""",318
"Voluntown School District","=""1470011""",323
"Voluntown School District","=""1470011""",321
"Voluntown School District","=""1470011""",310
"Voluntown School District","=""1470011""",317
"Voluntown School District","=""1470011""",303
"Wallingford School District","=""1480011""",6855
"Wallingford School District","=""1480011""",6828
"Wallingford School District","=""1480011""",6701
"Wallingford School District","=""1480011""",6600
"Wallingford School District","=""1480011""",6435
"Wallingford School District","=""1480011""",6292
"Wallingford School District","=""1480011""",6108
"Wallingford School District","=""1480011""",6105
"Wallingford School District","=""1480011""",6020
"Waterbury School District","=""1510011""",18401
"Waterbury School District","=""1510011""",18437
"Waterbury School District","=""1510011""",18260
"Waterbury School District","=""1510011""",18188
"Waterbury School District","=""1510011""",18175
"Waterbury School District","=""1510011""",18485
"Waterbury School District","=""1510011""",18706
"Waterbury School District","=""1510011""",18878
"Waterbury School District","=""1510011""",18862
"Waterford School District","=""1520011""",2954
"Waterford School District","=""1520011""",2900
"Waterford School District","=""1520011""",2890
"Waterford School District","=""1520011""",2829
"Waterford School District","=""1520011""",2711
"Waterford School District","=""1520011""",2642
"Waterford School District","=""1520011""",2572
"Waterford School District","=""1520011""",2552
"Waterford School District","=""1520011""",2528
"Watertown School District","=""1530011""",3412
"Watertown School District","=""1530011""",3346
"Watertown School District","=""1530011""",3250
"Watertown School District","=""1530011""",3187
"Watertown School District","=""1530011""",3106
"Watertown School District","=""1530011""",3036
"Watertown School District","=""1530011""",2932
"Watertown School District","=""1530011""",2848
"Watertown School District","=""1530011""",2828
"West Hartford School District","=""1550011""",10045
"West Hartford School District","=""1550011""",10129
"West Hartford School District","=""1550011""",10237
"West Hartford School District","=""1550011""",10269
"West Hartford School District","=""1550011""",10147
"West Hartford School District","=""1550011""",10078
"West Hartford School District","=""1550011""",9919
"West Hartford School District","=""1550011""",9794
"West Hartford School District","=""1550011""",9757
"West Haven School District","=""1560011""",6490
"West Haven School District","=""1560011""",6313
"West Haven School District","=""1560011""",6303
"West Haven School District","=""1560011""",6266
"West Haven School District","=""1560011""",6131
"West Haven School District","=""1560011""",6079
"West Haven School District","=""1560011""",6010
"West Haven School District","=""1560011""",5940
"West Haven School District","=""1560011""",5842
"Westbrook School District","=""1540011""",985
"Westbrook School District","=""1540011""",970
"Westbrook School District","=""1540011""",976
"Westbrook School District","=""1540011""",950
"Westbrook School District","=""1540011""",928
"Westbrook School District","=""1540011""",877
"Westbrook School District","=""1540011""",839
"Westbrook School District","=""1540011""",807
"Westbrook School District","=""1540011""",782
"Weston School District","=""1570011""",2591
"Weston School District","=""1570011""",2586
"Weston School District","=""1570011""",2572
"Weston School District","=""1570011""",2541
"Weston School District","=""1570011""",2490
"Weston School District","=""1570011""",2428
"Weston School District","=""1570011""",2421
"Weston School District","=""1570011""",2413
"Weston School District","=""1570011""",2408
"Westport School District","=""1580011""",5700
"Westport School District","=""1580011""",5782
"Westport School District","=""1580011""",5738
"Westport School District","=""1580011""",5800
"Westport School District","=""1580011""",5757
"Westport School District","=""1580011""",5818
"Westport School District","=""1580011""",5786
"Westport School District","=""1580011""",5772
"Westport School District","=""1580011""",5714
"Wethersfield School District","=""1590011""",3838
"Wethersfield School District","=""1590011""",3832
"Wethersfield School District","=""1590011""",3833
"Wethersfield School District","=""1590011""",3819
"Wethersfield School District","=""1590011""",3711
"Wethersfield School District","=""1590011""",3703
"Wethersfield School District","=""1590011""",3727
"Wethersfield School District","=""1590011""",3647
"Wethersfield School District","=""1590011""",3651
"Willington School District","=""1600011""",601
"Willington School District","=""1600011""",568
"Willington School District","=""1600011""",545
"Willington School District","=""1600011""",514
"Willington School District","=""1600011""",495
"Willington School District","=""1600011""",480
"Willington School District","=""1600011""",458
"Willington School District","=""1600011""",430
"Willington School District","=""1600011""",435
"Wilton School District","=""1610011""",4384
"Wilton School District","=""1610011""",4396
"Wilton School District","=""1610011""",4358
"Wilton School District","=""1610011""",4340
"Wilton School District","=""1610011""",4336
"Wilton School District","=""1610011""",4312
"Wilton School District","=""1610011""",4299
"Wilton School District","=""1610011""",4272
"Wilton School District","=""1610011""",4173
"Winchester School District","=""1620011""",1073
"Winchester School District","=""1620011""",1004
"Winchester School District","=""1620011""",972
"Winchester School District","=""1620011""",964
"Winchester School District","=""1620011""",709
"Winchester School District","=""1620011""",698
"Winchester School District","=""1620011""",652
"Winchester School District","=""1620011""",609
"Winchester School District","=""1620011""",589
"Windham School District","=""1630011""",3675
"Windham School District","=""1630011""",3523
"Windham School District","=""1630011""",3493
"Windham School District","=""1630011""",3397
"Windham School District","=""1630011""",3271
"Windham School District","=""1630011""",3223
"Windham School District","=""1630011""",3273
"Windham School District","=""1630011""",3190
"Windham School District","=""1630011""",3296
"Windsor Locks School District","=""1650011""",1843
"Windsor Locks School District","=""1650011""",1858
"Windsor Locks School District","=""1650011""",1815
"Windsor Locks School District","=""1650011""",1799
"Windsor Locks School District","=""1650011""",1763
"Windsor Locks School District","=""1650011""",1761
"Windsor Locks School District","=""1650011""",1687
"Windsor Locks School District","=""1650011""",1664
"Windsor Locks School District","=""1650011""",1638
"Windsor School District","=""1640011""",4128
"Windsor School District","=""1640011""",4004
"Windsor School District","=""1640011""",3797
"Windsor School District","=""1640011""",3652
"Windsor School District","=""1640011""",3520
"Windsor School District","=""1640011""",3415
"Windsor School District","=""1640011""",3283
"Windsor School District","=""1640011""",3168
"Windsor School District","=""1640011""",3214
"Wolcott School District","=""1660011""",2928
"Wolcott School District","=""1660011""",2865
"Wolcott School District","=""1660011""",2763
"Wolcott School District","=""1660011""",2752
"Wolcott School District","=""1660011""",2664
"Wolcott School District","=""1660011""",2580
"Wolcott School District","=""1660011""",2491
"Wolcott School District","=""1660011""",2365
"Wolcott School District","=""1660011""",2346
"Woodbridge School District","=""1670011""",788
"Woodbridge School District","=""1670011""",756
"Woodbridge School District","=""1670011""",733
"Woodbridge School District","=""1670011""",723
"Woodbridge School District","=""1670011""",738
"Woodbridge School District","=""1670011""",745
"Woodbridge School District","=""1670011""",770
"Woodbridge School District","=""1670011""",797
"Woodbridge School District","=""1670011""",775
"Woodstock Academy District","=""9030022""",1153
"Woodstock Academy District","=""9030022""",1184
"Woodstock Academy District","=""9030022""",1153
"Woodstock Academy District","=""9030022""",1096
"Woodstock Academy District","=""9030022""",1098
"Woodstock Academy District","=""9030022""",1055
"Woodstock Academy District","=""9030022""",1033
"Woodstock Academy District","=""9030022""",1012
"Woodstock Academy District","=""9030022""",1022
"Woodstock School District","=""1690011""",951
"Woodstock School District","=""1690011""",930
"Woodstock School District","=""1690011""",923
"Woodstock School District","=""1690011""",932
"Woodstock School District","=""1690011""",894
"Woodstock School District","=""1690011""",897
"Woodstock School District","=""1690011""",904
"Woodstock School District","=""1690011""",873
"Woodstock School District","=""1690011""",862
"Total","=""""",574848
"Total","=""""",571046
"Total","=""""",567792
"Total","=""""",564499
"Total","=""""",558377
"Total","=""""",554804
"Total","=""""",549877
"Total","=""""",546347
"Total","=""""",541815

